-32.823850 164010.935000 -0.456109 -43053.305000
-32.823193 161937.541000 -0.440142 -43196.768900
-32.822560 159856.970000 -0.424342 -43352.093700
-32.821950 157768.638000 -0.408707 -43519.588500
-32.821363 155671.961000 -0.393236 -43699.253200
-32.820798 153566.318000 -0.377916 -43893.225800
-32.820256 151450.955000 -0.362735 -44103.587400
-32.819735 149325.084000 -0.347694 -44330.338200
-32.819237 147187.902000 -0.332771 -44574.859300
-32.818760 145038.435000 -0.317900 -44841.619000
-32.818305 142875.600000 -0.303077 -45130.958100
-32.817872 140698.302000 -0.288288 -45443.951300
-32.817461 138505.239000 -0.273463 -45787.606400
-32.817071 136294.885000 -0.258586 -46163.190300
-32.816703 134065.699000 -0.243637 -46571.695200
-32.816357 131815.924000 -0.228448 -47020.581200
-32.816034 129543.560000 -0.212986 -47511.381700
-32.815733 127246.514000 -0.196967 -48052.375800
-32.815457 124921.424000 -0.179105 -48681.272800
-32.815209 122563.872000 -0.159239 -49402.712200
-32.814993 120168.196000 -0.134870 -50304.519000
-32.814818 117721.357000 -0.101831 -51532.979700
-32.814699 115207.273000 -0.058906 -53143.865700
-32.814659 112591.727000 0.010026 -55885.131500
-32.814743 109811.425000 0.110153 -59997.333000
-32.815012 106786.800000 0.273743 -66376.114100
-32.815596 103375.041000 0.539787 -76103.417600
-32.816648 99375.341400 0.919490 -92451.133300
-32.818359 94250.044500 1.439329 -123205.997000
-32.820916 87356.894700 2.049843 -163228.763000
-32.824345 78632.593000 2.624449 -198837.085000
-32.828551 68441.473100 3.083954 -220930.282000
-32.833272 57791.664100 3.325912 -218511.189000
-32.838184 47539.230800 3.347541 -207592.727000
-32.842961 37794.886300 3.134702 -199908.861000
-32.847249 28119.604200 2.717283 -202247.681000
-32.850990 18580.041200 2.478017 -190667.500000
-32.854926 10279.635500 3.023546 -150788.504000
-32.860000 4197.455650 3.790684 -104830.730000
